header,taxon,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family
1136731.YP_006907735.1 hypothetical protein [Bacillus phage BPS13],1136731,YP_006907735.1,Bacillus phage BPS13, hypothetical protein,VOG00048,Bacillus phage BPS13,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus BPS13,NC_018857,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1136731.YP_006907735.1,Herelleviridae
1141133.YP_006908410.1 putative RNA polymerase sigma factor [Bacillus phage B4],1141133,YP_006908410.1,Bacillus phage B4, putative RNA polymerase sigma factor,VOG00048,Bacillus phage B4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus B4,NC_018863,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1141133.YP_006908410.1,Herelleviridae
1168744.YP_007676802.1 putative sigma factor [Listeria phage vB_LmoM_AG20],1168744,YP_007676802.1,Listeria phage vB_LmoM_AG20, putative sigma factor,VOG00048,Listeria phage vB_LmoM_AG20,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus AG20,NC_020871,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1168744.YP_007676802.1,Herelleviridae
1173764.YP_009042951.1 hypothetical protein [Listeria phage LP-048],1173764,YP_009042951.1,Listeria phage LP-048, hypothetical protein,VOG00048,Listeria phage LP-048,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LP048,NC_024359,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,24837381,"Literature, RefSeq",NA,NA,1,1173764.YP_009042951.1,Herelleviridae
1173766.YP_008240123.1 hypothetical protein [Listeria phage LP-125],1173766,YP_008240123.1,Listeria phage LP-125, hypothetical protein,VOG00048,Listeria phage LP-125,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LP083-2,NC_021781,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,24837381,Literature,NA,NA,1,1173766.YP_008240123.1,Herelleviridae
1195072.YP_007677062.1 putative sigma factor [Bacillus phage vB_BceM_Bc431v3],1195072,YP_007677062.1,Bacillus phage vB_BceM_Bc431v3, putative sigma factor,VOG00048,Bacillus phage vB_BceM_Bc431v3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus Bc431,NC_020873,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1195072.YP_007677062.1,Herelleviridae
1200862.YP_009275849.1 sigma factor [Staphylococcus phage Stau2],1200862,YP_009275849.1,Staphylococcus phage Stau2, sigma factor,VOG00048,Staphylococcus phage Stau2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Silviavirus; Staphylococcus virus Stau2,NC_030933,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1200862.YP_009275849.1,Herelleviridae
1204533.YP_007349329.1 hypothetical protein [Bacillus phage phiAGATE],1204533,YP_007349329.1,Bacillus phage phiAGATE, hypothetical protein,VOG00048,Bacillus phage phiAGATE,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Agate,NC_020081,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1204533.YP_007349329.1,Herelleviridae
1204543.YP_007005555.1 hypothetical protein [Staphylococcus virus SA11],1204543,YP_007005555.1,Staphylococcus virus SA11, hypothetical protein,VOG00048,Staphylococcus virus SA11,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Silviavirus,NC_019511,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,"NCBI Virus, RefSeq",NA,NA,1,1204543.YP_007005555.1,Herelleviridae
1235660.YP_007677573.1 sigma factor [Staphylococcus phage vB_SauM_Romulus],1235660,YP_007677573.1,Staphylococcus phage vB_SauM_Romulus, sigma factor,VOG00048,Staphylococcus phage vB_SauM_Romulus,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Silviavirus; Staphylococcus virus Remus,NC_020877,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1235660.YP_007677573.1,Herelleviridae
1239383.YP_007112938.1 sigma factor [Staphylococcus phage JD007],1239383,YP_007112938.1,Staphylococcus phage JD007, sigma factor,VOG00048,Staphylococcus phage JD007,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus JD7,NC_019726,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1239383.YP_007112938.1,Herelleviridae
1277886.YP_009003061.1 putative sigma factor [Bacillus phage BPS10C],1277886,YP_009003061.1,Bacillus phage BPS10C, putative sigma factor,VOG00048,Bacillus phage BPS10C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus BPS10C,NC_023501,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24595561,Literature,NA,NA,1,1277886.YP_009003061.1,Herelleviridae
1285382.YP_009625809.1 hypothetical protein [Bacillus phage SIOphi],1285382,YP_009625809.1,Bacillus phage SIOphi, hypothetical protein,VOG00048,Bacillus phage SIOphi,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus SIOphi,NC_042133,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1285382.YP_009625809.1,Herelleviridae
1296655.YP_009215953.1 sigma factor [Bacillus phage JL],1296655,YP_009215953.1,Bacillus phage JL, sigma factor,VOG00048,Bacillus phage JL,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus JL,NC_028982,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296655.YP_009215953.1,Herelleviridae
1296656.YP_009216173.1 sigma factor [Bacillus phage Shanette],1296656,YP_009216173.1,Bacillus phage Shanette, sigma factor,VOG00048,Bacillus phage Shanette,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus Shanette,NC_028983,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,24459255,"Literature, RefSeq",NA,NA,1,1296656.YP_009216173.1,Herelleviridae
1340769.YP_009600998.1 putative sigma factor [Staphylococcus phage phiIBB-SEP1],1340769,YP_009600998.1,Staphylococcus phage phiIBB-SEP1, putative sigma factor,VOG00048,Staphylococcus phage phiIBB-SEP1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Sepunavirus; Staphylococcus virus SEP1,NC_041928,NA,NA,NA,1282,Staphylococcus epidermidis,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1340769.YP_009600998.1,Herelleviridae
1382932.YP_008430954.1 RNA polymerase sigma factor [Bacillus phage Troll],1382932,YP_008430954.1,Bacillus phage Troll, RNA polymerase sigma factor,VOG00048,Bacillus phage Troll,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Troll,NC_022088,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1382932.YP_008430954.1,Herelleviridae
1391188.YP_009099149.1 putative sigma factor [Bacillus phage CP-51],1391188,YP_009099149.1,Bacillus phage CP-51, putative sigma factor,VOG00048,Bacillus phage CP-51,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Siminovitchvirus; Bacillus virus CP51,NC_025423,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1391188.YP_009099149.1,Herelleviridae
1406781.YP_008771190.1 RNA polymerase sigma factor [Bacillus phage BigBertha],1406781,YP_008771190.1,Bacillus phage BigBertha, RNA polymerase sigma factor,VOG00048,Bacillus phage BigBertha,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Bigbertha,NC_022769,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406781.YP_008771190.1,Herelleviridae
1406783.YP_008770092.1 RNA polymerase sigma factor [Bacillus phage CampHawk],1406783,YP_008770092.1,Bacillus phage CampHawk, RNA polymerase sigma factor,VOG00048,Bacillus phage CampHawk,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Spounavirinae; Okubovirus; Bacillus virus Camphawk,NC_022761,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1406783.YP_008770092.1,Herelleviridae
1406785.YP_008771504.1 RNA polymerase sigma factor [Bacillus phage Grass],1406785,YP_008771504.1,Bacillus phage Grass, RNA polymerase sigma factor,VOG00048,Bacillus phage Grass,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Nitunavirus; Bacillus virus Grass,NC_022771,NA,NA,NA,1423,Bacillus subtilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus subtilis group,NA,RefSeq,NA,NA,1,1406785.YP_008771504.1,Herelleviridae
1406791.YP_008770388.1 RNA polymerase sigma factor [Bacillus phage Spock],1406791,YP_008770388.1,Bacillus phage Spock, RNA polymerase sigma factor,VOG00048,Bacillus phage Spock,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Spock,NC_022763,NA,NA,NA,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1406791.YP_008770388.1,Herelleviridae
1445810.YP_009226967.1 hypothetical protein [Bacillus phage Bp8p-C],1445810,YP_009226967.1,Bacillus phage Bp8p-C, hypothetical protein,VOG00048,Bacillus phage Bp8p-C,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bp8pC,NC_029121,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1445810.YP_009226967.1,Herelleviridae
1450142.YP_009006802.1 RNA polymerase sigma factor [Staphylococcus phage phiSA12],1450142,YP_009006802.1,Staphylococcus phage phiSA12, RNA polymerase sigma factor,VOG00048,Staphylococcus phage phiSA12,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus SA12,NC_023573,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1450142.YP_009006802.1,Herelleviridae
1458853.YP_009592690.1 hypothetical protein [Listeria phage LP-064],1458853,YP_009592690.1,Listeria phage LP-064, hypothetical protein,VOG00048,Listeria phage LP-064,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LP064,NC_041862,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1458853.YP_009592690.1,Herelleviridae
1486397.YP_009616268.1 hypothetical protein [Listeria phage LMTA-34],1486397,YP_009616268.1,Listeria phage LMTA-34, hypothetical protein,VOG00048,Listeria phage LMTA-34,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LMTA34,NC_042048,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1486397.YP_009616268.1,Herelleviridae
1486413.YP_009055745.1 hypothetical protein [Listeria phage LMTA-148],1486413,YP_009055745.1,Listeria phage LMTA-148, hypothetical protein,VOG00048,Listeria phage LMTA-148,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LMTA148,NC_024787,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1486413.YP_009055745.1,Herelleviridae
1486421.YP_009043150.1 hypothetical protein [Listeria phage LMSP-25],1486421,YP_009043150.1,Listeria phage LMSP-25, hypothetical protein,VOG00048,Listeria phage LMSP-25,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus LMSP25,NC_024360,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1486421.YP_009043150.1,Herelleviridae
1486422.YP_009043406.1 hypothetical protein [Listeria phage List-36],1486422,YP_009043406.1,Listeria phage List-36, hypothetical protein,VOG00048,Listeria phage List-36,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Jasinkavirinae; Pecentumvirus; Listeria virus List36,NC_024364,NA,NA,NA,1639,Listeria monocytogenes,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae; Listeria,NA,RefSeq,NA,NA,1,1486422.YP_009043406.1,Herelleviridae
1486657.YP_009037083.1 RNA polymerase sigma factor sigma-28 [Bacillus phage CAM003],1486657,YP_009037083.1,Bacillus phage CAM003, RNA polymerase sigma factor sigma-28,VOG00048,Bacillus phage CAM003,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus CAM003,NC_024216,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,RefSeq,NA,NA,1,1486657.YP_009037083.1,Herelleviridae
1486658.YP_009035701.1 hypothetical protein [Bacillus phage Evoli],1486658,YP_009035701.1,Bacillus phage Evoli, hypothetical protein,VOG00048,Bacillus phage Evoli,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus Evoli,NC_024207,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486658.YP_009035701.1,Herelleviridae
1486659.YP_009036624.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Hakuna],1486659,YP_009036624.1,Bacillus phage Hakuna, RNA polymerase sigma factor sigma-28,VOG00048,Bacillus phage Hakuna,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Hakuna,NC_024213,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486659.YP_009036624.1,Herelleviridae
1486660.YP_009035374.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Hoody T],1486660,YP_009035374.1,Bacillus phage Hoody T, RNA polymerase sigma factor sigma-28,VOG00048,Bacillus phage Hoody T,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus HoodyT,NC_024205,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486660.YP_009035374.1,Herelleviridae
1486661.YP_009036248.1 RNA polymerase sigma factor sigma-28 [Bacillus phage Megatron],1486661,YP_009036248.1,Bacillus phage Megatron, RNA polymerase sigma factor sigma-28,VOG00048,Bacillus phage Megatron,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Wphvirus; Bacillus virus Megatron,NC_024211,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486661.YP_009036248.1,Herelleviridae
1486662.YP_009055929.1 RNA polymerase sigma factor [Bacillus phage Riley],1486662,YP_009055929.1,Bacillus phage Riley, RNA polymerase sigma factor,VOG00048,Bacillus phage Riley,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Riley,NC_024788,NA,NA,NA,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,NA,NA,NA,NA,1,1486662.YP_009055929.1,Herelleviridae
1498168.YP_009147040.1 putative sigma factor [Enterococcus phage ECP3],1498168,YP_009147040.1,Enterococcus phage ECP3, putative sigma factor,VOG00048,Enterococcus phage ECP3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus ECP3,NC_027335,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,1498168.YP_009147040.1,Herelleviridae
1498212.YP_009149167.1 putative RNA polymerase sigma factor [Bacillus phage JBP901],1498212,YP_009149167.1,Bacillus phage JBP901, putative RNA polymerase sigma factor,VOG00048,Bacillus phage JBP901,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901,NC_027352,NA,NA,NA,226900,Bacillus cereus ATCC 14579,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus,NA,RefSeq,NA,NA,1,1498212.YP_009149167.1,Herelleviridae
1524910.YP_009098073.1 putative sigma factor [Staphylococcus phage MCE-2014],1524910,YP_009098073.1,Staphylococcus phage MCE-2014, putative sigma factor,VOG00048,Staphylococcus phage MCE-2014,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus MCE2014,NC_025416,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1524910.YP_009098073.1,Herelleviridae
1526408.YP_009099385.1 putative sigma factor [Staphylococcus phage P108],1526408,YP_009099385.1,Staphylococcus phage P108, putative sigma factor,VOG00048,Staphylococcus phage P108,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus P108,NC_025426,NA,NA,NA,1280,Staphylococcus aureus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae; Staphylococcus,NA,RefSeq,NA,NA,1,1526408.YP_009099385.1,Herelleviridae
1527469.YP_009056383.1 RNA polymerase sigma factor [Bacillus phage Bobb],1527469,YP_009056383.1,Bacillus phage Bobb, RNA polymerase sigma factor,VOG00048,Bacillus phage Bobb,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb,NC_024792,NA,NA,NA,1408,Bacillus pumilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1527469.YP_009056383.1,Herelleviridae
1540090.YP_009151070.1 RNA polymerase sigma factor [Bacillus phage Mater],1540090,YP_009151070.1,Bacillus phage Mater, RNA polymerase sigma factor,VOG00048,Bacillus phage Mater,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Mater,NC_027366,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,NA,RefSeq,NA,NA,1,1540090.YP_009151070.1,Herelleviridae
