taxon,n.sig,header,protein,sp,description,vog,virus name,virus lineage,refseq id,KEGG GENOME,KEGG DISEASE,DISEASE,host tax id,host name,domain,phylum,class,order,family.etc,pmid,evidence,sample type,source organism,n.host,filt,viral.family,tigr.hit1,tigr.hit2,tigr.hit3,tigr.hit,sig.class,sig.group
1597966,1,1597966.YP_009210079.1 RNA polymerase sigma factor [Bacillus phage Palmer],YP_009210079.1,Bacillus phage Palmer, RNA polymerase sigma factor,VOG00048,Bacillus phage Palmer,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Palmer,NC_028926,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,25953175,"Literature, RefSeq",NA,NA,1,1597966.YP_009210079.1,Podoviridae,spore_sigF,SigBFG,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
1597976,1,1597976.YP_009218381.2 hypothetical protein [Enterococcus phage EFDG1],YP_009218381.2,Enterococcus phage EFDG1, hypothetical protein,VOG00048,Enterococcus phage EFDG1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Schiekvirus; Enterococcus virus EFDG1,NC_029009,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,1597976.YP_009218381.2,Herelleviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1598146,1,1598146.YP_009208199.1 hypothetical protein [Escherichia phage 172-1],YP_009208199.1,Escherichia phage 172-1, hypothetical protein,VOG00048,Escherichia phage 172-1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Kuravirus; Escherichia virus 172-1,NC_028903,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1598146.YP_009208199.1,Podoviridae,sigma70-ECF,Sig70_bacteroi1,SigE-fam_strep,Sig70_bacteroi1,other,sig70-lkl4
1604355,1,1604355.YP_006908882.1 hypothetical protein [Escherichia phage ECBP2],YP_006908882.1,Escherichia phage ECBP2, hypothetical protein,VOG00048,Escherichia phage ECBP2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Kuravirus; Escherichia virus ECB2,NC_018859,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1604355.YP_006908882.1,Podoviridae,Sig70_bacteroi1,sigma70-ECF,SigE-fam_strep,Sig70_bacteroi1,other,sig70-lkl4
1608310,1,1608310.YP_009190224.1 sigma factor for T4 late transcription [Edwardsiella phage PEi20],YP_009190224.1,Edwardsiella phage PEi20, sigma factor for T4 late transcription,VOG05673,Edwardsiella phage PEi20,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028683,NA,NA,NA,67780,Edwardsiella ictaluri,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae; Edwardsiella,NA,"NCBI Virus, RefSeq",NA,NA,1,1608310.YP_009190224.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1610832,3,1610832.YP_009203629.1 RNA polymerase sigma factor [Bacillus phage Stahl],YP_009203629.1,Bacillus phage Stahl, RNA polymerase sigma factor,VOG12906,Bacillus phage Stahl,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stahl,NC_028856,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251491,"Literature, RefSeq",NA,NA,1,1610832.YP_009203629.1,Siphoviridae,sigma70-ECF,Sig70_famx3,Sig-70_X6,Sig70_famx3,other,sig70-lkl4
1610832,3,1610832.YP_009203702.1 RNA polymerase sigma factor [Bacillus phage Stahl],YP_009203702.1,Bacillus phage Stahl, RNA polymerase sigma factor,VOG00048,Bacillus phage Stahl,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stahl,NC_028856,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251491,"Literature, RefSeq",NA,NA,1,1610832.YP_009203702.1,Siphoviridae,spore_sigF,SigBFG,spore_sigG,spore_sigF,sporulation,sig70-3-spo
1610832,3,1610832.YP_009203671.1 RNA polymerase sigma factor [Bacillus phage Stahl],YP_009203671.1,Bacillus phage Stahl, RNA polymerase sigma factor,VOG00048,Bacillus phage Stahl,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stahl,NC_028856,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251491,"Literature, RefSeq",NA,NA,1,1610832.YP_009203671.1,Siphoviridae,SigBFG,Sigma_B,spore_sigF,Sigma_B,sporulation,sig70-3-spo
1610833,3,1610833.YP_009196909.1 RNA polymerase sigma factor [Bacillus phage Stills],YP_009196909.1,Bacillus phage Stills, RNA polymerase sigma factor,VOG12906,Bacillus phage Stills,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stills,NC_028777,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251490,"Literature, RefSeq",NA,NA,1,1610833.YP_009196909.1,Siphoviridae,sigma70-ECF,Sig70_famx3,Sig-70_X6,Sig70_famx3,other,sig70-lkl4
1610833,3,1610833.YP_009196983.1 RNA polymerase sigma factor [Bacillus phage Stills],YP_009196983.1,Bacillus phage Stills, RNA polymerase sigma factor,VOG00048,Bacillus phage Stills,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stills,NC_028777,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251490,"Literature, RefSeq",NA,NA,1,1610833.YP_009196983.1,Siphoviridae,spore_sigF,SigBFG,spore_sigG,spore_sigF,sporulation,sig70-3-spo
1610833,3,1610833.YP_009196951.1 RNA polymerase sigma factor [Bacillus phage Stills],YP_009196951.1,Bacillus phage Stills, RNA polymerase sigma factor,VOG00048,Bacillus phage Stills,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Slashvirus; Bacillus virus Stills,NC_028777,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26251490,"Literature, RefSeq",NA,NA,1,1610833.YP_009196951.1,Siphoviridae,SigBFG,spore_sigF,Sigma_B,spore_sigF,sporulation,sig70-3-spo
1610855,1,1610855.YP_009201300.1 RNA polymerase sigma factor [Vibrio phage ValKK3],YP_009201300.1,Vibrio phage ValKK3, RNA polymerase sigma factor,VOG05673,Vibrio phage ValKK3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Schizotequatrovirus; Vibrio virus ValKK3,NC_028829,NA,NA,NA,1219076,Vibrio alginolyticus NBRC 15630 = ATCC 17749,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio alginolyticus,NA,RefSeq,NA,NA,1,1610855.YP_009201300.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1622234,1,1622234.YP_009168428.1 putative sigma factor [Citrobacter phage CVT22],YP_009168428.1,Citrobacter phage CVT22, putative sigma factor,VOG00048,Citrobacter phage CVT22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_027988,NA,NA,NA,1676276,Citrobacter sp. TM1552,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Citrobacter,26184927,"Literature, NCBI Virus, RefSeq",NA,NA,1,1622234.YP_009168428.1,Podoviridae,sigma70-ECF,Sig70_bacteroi1,SigZ,Sig70_bacteroi1,other,sig70-lkl4
1636182,2,1636182.YP_009189635.1 sigma factor for late transcription [Sinorhizobium phage phiM9],YP_009189635.1,Sinorhizobium phage phiM9, sigma factor for late transcription,VOG05673,Sinorhizobium phage phiM9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_028676,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,"NCBI Virus, RefSeq",NA,NA,1,1636182.YP_009189635.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1636182,2,1636182.YP_009189470.1 DNA-directed RNA polymerase specialized sigma subunit [Sinorhizobium phage phiM9],YP_009189470.1,Sinorhizobium phage phiM9, DNA-directed RNA polymerase specialized sigma subunit,VOG00048,Sinorhizobium phage phiM9,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; unclassified Ackermannviridae,NC_028676,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,"NCBI Virus, RefSeq",NA,NA,1,1636182.YP_009189470.1,Ackermannviridae,SigE-fam_strep,SigH_actino,sigma70-ECF,SigE-fam_strep,other,sig70-4
1636250,1,1636250.YP_009195474.1 sigma factor for late transcription [Proteus phage vB_PmiM_Pm5461],YP_009195474.1,Proteus phage vB_PmiM_Pm5461, sigma factor for late transcription,VOG05673,Proteus phage vB_PmiM_Pm5461,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_028762,NA,NA,NA,584,Proteus mirabilis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae; Proteus,NA,"NCBI Virus, RefSeq",NA,NA,1,1636250.YP_009195474.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1636261,1,1636261.YP_009196176.1 sigma-70 family RNA polymerase sigma factor [Paenibacillus phage Vegas],YP_009196176.1,Paenibacillus phage Vegas, sigma-70 family RNA polymerase sigma factor,VOG00048,Paenibacillus phage Vegas,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Vegasvirus; Paenibacillus virus Vegas,NC_028767,NA,NA,NA,1464,Paenibacillus larvae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae; Paenibacillus,NA,RefSeq,NA,NA,1,1636261.YP_009196176.1,Siphoviridae,SigBFG,sigma70-ECF,Sigma_B,Sigma_B,sporulation,sig70-3-spo
1640885,1,1640885.YP_009513933.1 hypothetical protein [Enterococcus phage EFLK1],YP_009513933.1,Enterococcus phage EFLK1, hypothetical protein,VOG00048,Enterococcus phage EFLK1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Brockvirinae; Kochikohdavirus; Enterococcus virus EFLK1,NC_029026,NA,NA,NA,1351,Enterococcus faecalis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae; Enterococcus,NA,RefSeq,NA,NA,1,1640885.YP_009513933.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1647403,1,1647403.YP_009601160.1 sigma factor for late transcription [Sinorhizobium phage phiM7],YP_009601160.1,Sinorhizobium phage phiM7, sigma factor for late transcription,VOG05673,Sinorhizobium phage phiM7,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emdodecavirus; Sinorhizobium virus M7,NC_041929,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,RefSeq,NA,NA,1,1647403.YP_009601160.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1647405,1,1647405.YP_009212292.1 sigma factor for late transcription [Sinorhizobium phage phiN3],YP_009212292.1,Sinorhizobium phage phiN3, sigma factor for late transcription,VOG05673,Sinorhizobium phage phiN3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Emdodecavirus; Sinorhizobium virus N3,NC_028945,NA,NA,NA,382,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae; Sinorhizobium,NA,RefSeq,NA,NA,1,1647405.YP_009212292.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1654891,1,1654891.YP_009220891.1 sigma factor involved in late transcription [Salmonella phage 38],YP_009220891.1,Salmonella phage 38, sigma factor involved in late transcription,VOG05673,Salmonella phage 38,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Ackermannviridae; Cvivirinae; Kuttervirus; Salmonella virus 38,NC_029042,NA,NA,NA,90370,Salmonella enterica subsp. enterica serovar Typhi,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella; Salmonella enterica,NA,RefSeq,NA,NA,1,1654891.YP_009220891.1,Ackermannviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1654926,1,1654926.YP_009284124.1 RNA polymerase sigma factor [Escherichia phage HY03],YP_009284124.1,Escherichia phage HY03, RNA polymerase sigma factor,VOG05673,Escherichia phage HY03,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Tequatrovirus; Escherichia virus HY03,NC_031047,NA,NA,NA,83334,Escherichia coli O157:H7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia; Escherichia coli,NA,RefSeq,NA,NA,1,1654926.YP_009284124.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1654928,1,1654928.YP_009289489.1 sigma factor for late transcription [Klebsiella phage PKO111],YP_009289489.1,Klebsiella phage PKO111, sigma factor for late transcription,VOG05673,Klebsiella phage PKO111,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Jiaodavirus; Klebsiella virus PKO111,NC_031095,NA,NA,NA,571,Klebsiella oxytoca,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,1654928.YP_009289489.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1655305,1,1655305.YP_009225195.1 RNA polymerase sigma factor [Escherichia phage APCEc01],YP_009225195.1,Escherichia phage APCEc01, RNA polymerase sigma factor,VOG05673,Escherichia phage APCEc01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Mosigvirus; Escherichia virus APCEc01,NC_029091,NA,NA,NA,562,Escherichia coli,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Escherichia,NA,RefSeq,NA,NA,1,1655305.YP_009225195.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1673871,1,1673871.YP_009202796.1 hypothetical protein [Escherichia phage QL01],YP_009202796.1,Escherichia phage QL01, hypothetical protein,VOG05673,Escherichia phage QL01,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Dhakavirus; Escherichia virus QL01,NC_028847,NA,NA,NA,561,Escherichia,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,1673871.YP_009202796.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1673887,1,1673887.YP_009218682.1 RNA polymerase sigma factor for late transcription [Citrobacter phage IME-CF2],YP_009218682.1,Citrobacter phage IME-CF2, RNA polymerase sigma factor for late transcription,VOG05673,Citrobacter phage IME-CF2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae,NC_029013,NA,NA,NA,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,NA,"NCBI Virus, RefSeq",NA,NA,1,1673887.YP_009218682.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1675598,1,1675598.YP_009197513.1 RNA polymerase sigma factor [Bacillus phage Pavlov],YP_009197513.1,Bacillus phage Pavlov, RNA polymerase sigma factor,VOG00048,Bacillus phage Pavlov,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; unclassified Pagevirus,NC_028782,NA,NA,NA,1404,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus,26337888,"Literature, NCBI Virus, RefSeq",NA,NA,1,1675598.YP_009197513.1,Podoviridae,spore_sigF,SigBFG,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
1675602,1,1675602.YP_009203779.1 sigma factor for late transcription [Citrobacter phage Merlin],YP_009203779.1,Citrobacter phage Merlin, sigma factor for late transcription,VOG05673,Citrobacter phage Merlin,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Moonvirus; Citrobacter virus Merlin,NC_028857,NA,NA,NA,546,Citrobacter freundii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Citrobacter; Citrobacter freundii complex,26430046,"Literature, RefSeq",NA,NA,1,1675602.YP_009203779.1,Myoviridae,sigma70-ECF,NA,NA,sigma70-ECF,non-specific,sig70
1675607,1,1675607.YP_009194295.1 sigma factor [Klebsiella phage Matisse],YP_009194295.1,Klebsiella phage Matisse, sigma factor,VOG05673,Klebsiella phage Matisse,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Klebsiella virus Matisse,NC_028750,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,1675607.YP_009194295.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1675608,1,1675608.YP_009607247.1 hypothetical protein [Klebsiella phage Miro],YP_009607247.1,Klebsiella phage Miro, hypothetical protein,VOG05673,Klebsiella phage Miro,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Klebsiella virus Miro,NC_041981,NA,NA,NA,573,Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,1675608.YP_009607247.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1682394,1,1682394.YP_009606966.1 RNA polymerase sigma factor [Enterobacter phage phiEap-3],YP_009606966.1,Enterobacter phage phiEap-3, RNA polymerase sigma factor,VOG05673,Enterobacter phage phiEap-3,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Slopekvirus; Enterobacter virus Eap3,NC_041980,NA,NA,NA,548,Klebsiella aerogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Klebsiella,NA,RefSeq,NA,NA,1,1682394.YP_009606966.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1690456,3,1690456.YP_009206960.1 RNA polymerase sigma factor [Bacillus phage TsarBomba],YP_009206960.1,Bacillus phage TsarBomba, RNA polymerase sigma factor,VOG00048,Bacillus phage TsarBomba,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba,NC_028890,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472830,Literature,NA,NA,4,1690456.YP_009206960.1,Herelleviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
1690456,3,1690456.YP_009207004.1 RNA polymerase sigma factor [Bacillus phage TsarBomba],YP_009207004.1,Bacillus phage TsarBomba, RNA polymerase sigma factor,VOG00048,Bacillus phage TsarBomba,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba,NC_028890,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472830,Literature,NA,NA,4,1690456.YP_009207004.1,Herelleviridae,SigBFG,spore_sigF,spore_sigG,spore_sigF,sporulation,sig70-3-spo
1690456,3,1690456.YP_009207005.1 RNA polymerase sigma factor [Bacillus phage TsarBomba],YP_009207005.1,Bacillus phage TsarBomba, RNA polymerase sigma factor,VOG00048,Bacillus phage TsarBomba,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Tsarbombavirus; Bacillus virus TsarBomba,NC_028890,NA,NA,NA,1396,Bacillus cereus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae; Bacillus; Bacillus cereus group,26472830,Literature,NA,NA,4,1690456.YP_009207005.1,Herelleviridae,spore_sigF,SigBFG,spore_sigG,spore_sigF,sporulation,sig70-3-spo
1691954,2,1691954.YP_009199135.1 putative RNA polymerase sigma factor [Brevibacillus phage Jenst],YP_009199135.1,Brevibacillus phage Jenst, putative RNA polymerase sigma factor,VOG00048,Brevibacillus phage Jenst,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Jenstvirus; Brevibacillus virus Jenst,NC_028805,NA,NA,NA,1465,Brevibacillus laterosporus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae; Brevibacillus,26494658,"Literature, RefSeq",NA,NA,1,1691954.YP_009199135.1,Siphoviridae,SigBFG,sigma70-ECF,RpoD_Cterm,RpoD_Cterm,primary,sig70-1
1691954,2,1691954.YP_009199141.1 putative sporulation sigma factor [Brevibacillus phage Jenst],YP_009199141.1,Brevibacillus phage Jenst, putative sporulation sigma factor,VOG00048,Brevibacillus phage Jenst,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Jenstvirus; Brevibacillus virus Jenst,NC_028805,NA,NA,NA,1465,Brevibacillus laterosporus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae; Brevibacillus,26494658,"Literature, RefSeq",NA,NA,1,1691954.YP_009199141.1,Siphoviridae,spore_sigF,SigBFG,sigma70-ECF,spore_sigF,sporulation,sig70-3-spo
1698360,1,1698360.YP_009190621.1 sigma factor for late transcription [Klebsiella phage JD18],YP_009190621.1,Klebsiella phage JD18, sigma factor for late transcription,VOG05673,Klebsiella phage JD18,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Tevenvirinae; Jiaodavirus; Klebsiella virus JD18,NC_028686,NA,NA,NA,570,Klebsiella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA,NA,NA,1,1698360.YP_009190621.1,Myoviridae,no_hit,NA,NA,no_hit,no_hit,no_hit
