seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS08605,1639789,1641057,+,BSU_16560,rasP,inner membrane zinc metalloprotease required for the extracytoplasmic stress response mediated by sigma(W),Cellular processes;Information processing;Information processing;Groups of genes,"Cell envelope and cell division;Protein synthesis, modification and degradation;Regulation of gene expression;Membrane proteins",TRUE
NZ_CP015975.1,A8O17_RS08610,1641090,1642784,+,BSU_16570,proS,prolyl-tRNA synthetase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08615,1642893,1647206,+,BSU_16580,polC,DNA polymerase III (alpha subunit),Information processing;Groups of genes,Genetics;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08620,1647536,1648006,+,BSU_16590,rimP,ribosome maturation factor,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08625,1648041,1649156,+,BSU_16600,nusA,transcription translation coupling factor involved in Rho-dependent transcription termination,Information processing;Groups of genes,RNA synthesis and degradation;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08630,1649170,1649445,+,BSU_16610,rulR,molecular ruler co-factor for RNA%3B new fold,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08635,1649447,1649749,+,BSU_16620,rulQ,K-turn RNA binding protein,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08640,1649769,1651919,+,BSU_16630,infB,initiation factor IF-2,Information processing;Information processing;Groups of genes,"Protein synthesis, modification and degradation;Targets of second messengers;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08645,1651916,1652194,+,BSU_16640,ylxP,fragment of conserved protein,Lifestyles;Lifestyles,Coping with stress;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS08650,1652211,1652564,+,BSU_16650,rbfA,pre-ribosomal (17S) RNA binding factor A,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08655,1652646,1653575,+,BSU_16660,truB,tRNA pseudouridine 55 synthase,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08660,1653594,1654544,+,BSU_16670,ribC,bifunctional riboflavin kinase FAD synthase,Metabolism;Groups of genes,Additional metabolic pathways;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08665,1654701,1654970,+,BSU_16680,rpsO,ribosomal protein S15 (BS18),Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08670,1655143,1657260,+,BSU_16690,pnpA,polynucleotide phosphorylase (PNPase),Information processing;Information processing;Information processing;Information processing;Lifestyles,Genetics;Genetics;Genetics;RNA synthesis and degradation;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08675,1657378,1658337,+,BSU_16700,ylxY,putative sugar deacetylase,Lifestyles;Groups of genes,Sporulation;Poorly characterized/ putative enzymes,TRUE
NZ_CP015975.1,A8O17_RS08680,1658377,1659606,+,BSU_16710,mlpA,specific processing protease,Information processing,"Protein synthesis, modification and degradation",TRUE
NZ_CP015975.1,A8O17_RS08685,1659684,1659941,+,BSU_16720,ymxH,PRC barrel protein involved in sporulation,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08695,1660127,1661020,+,BSU_16730,spoVFA,spore dipicolinate synthase subunit A,Metabolism;Lifestyles,Additional metabolic pathways;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08700,1661023,1661625,+,BSU_16740,spoVFB,spore dipicolinate synthase subunit B,Metabolism;Lifestyles,Additional metabolic pathways;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08705,1661751,1662791,+,BSU_16750,asd,aspartate-semialdehyde dehydrogenase,Cellular processes;Metabolism;Metabolism;Lifestyles;Groups of genes;Groups of genes;Groups of genes,Cell envelope and cell division;Amino acid/ nitrogen metabolism;Additional metabolic pathways;Sporulation;Essential genes;Phosphoproteins;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS08710,1662883,1664097,+,BSU_16760,dapG,aspartokinase I (alpha and beta subunits),Cellular processes;Metabolism;Metabolism;Lifestyles;Groups of genes,Cell envelope and cell division;Amino acid/ nitrogen metabolism;Additional metabolic pathways;Sporulation;Essential genes,TRUE
NZ_CP015975.1,A8O17_RS08715,1664128,1665000,+,BSU_16770,dapA,4-hydroxy-tetrahydrodipicolinate synthase,Cellular processes;Metabolism;Metabolism;Lifestyles;Groups of genes,Cell envelope and cell division;Amino acid/ nitrogen metabolism;Additional metabolic pathways;Sporulation;Essential genes,TRUE
NZ_CP015975.1,A8O17_RS08720,1665178,1666845,+,BSU_16780,rnjB,dual activity 5' exo-and endoribonuclease J2,Information processing,RNA synthesis and degradation,FALSE
NZ_CP015975.1,A8O17_RS08725,1666961,1667698,+,BSU_16790,tepA,protein export-enhancing protease (spore outgrowth),Information processing;Lifestyles,"Protein synthesis, modification and degradation;Sporulation",TRUE
NZ_CP015975.1,A8O17_RS08730,1667695,1667907,+,BSU_16799,tepJ,modulator of TepA activity (spore outgrowth),Information processing;Lifestyles,"Protein synthesis, modification and degradation;Sporulation",TRUE
NZ_CP015975.1,A8O17_RS08735,1668038,1670401,+,BSU_16800,spoIIIE,spore DNA directional translocase (motor ATPase),Information processing;Lifestyles;Groups of genes,Genetics;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS08740,1670545,1671270,+,BSU_16810,ymfC,putative transcriptional regulator (GntR family%2C possibly involved in biofilm formation),Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS08745,1671409,1672617,+,BSU_16825,bcbE,bacillibactin exporter,Cellular processes;Cellular processes;Metabolism;Lifestyles;Groups of genes,Transporters;Homeostasis;Additional metabolic pathways;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS08750,1672797,1674077,+,BSU_16845,ymfF,putative metalloprotease,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08755,1674074,1675360,+,BSU_16860,ymfH,putative processing protease,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS08760,1675415,1676143,+,BSU_16870,efpI,EF-P-5 aminopentanone reductase (EF-P repair enzyme)%2C NADPH-dependent,Information processing;Information processing;Lifestyles,"Protein synthesis, modification and degradation;Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles",TRUE
NZ_CP015975.1,A8O17_RS08765,1676224,1676481,+,BSU_16880,ymfJ,putative enzyme,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08770,1676611,1677400,+,BSU_16900,ymfKc,conserved hypothetical protein with ACT domain%3B C-terminal part of YmfK,Groups of genes,Pseudogenes,FALSE
NZ_CP015975.1,A8O17_RS08775,1677419,1678333,+,BSU_16910,rodZ,cell shape determination factor,Cellular processes;Lifestyles;Groups of genes,Cell envelope and cell division;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS08780,1678383,1678964,+,BSU_16920,pgsA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,Metabolism;Groups of genes;Groups of genes,Lipid metabolism;Essential genes;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08785,1678982,1680232,+,BSU_16930,cinA,competence-damage inducible regulator,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08790,1680405,1681451,+,BSU_16940,recA,multifunctional SOS repair factor,Information processing;Information processing;Information processing;Lifestyles;Groups of genes;Groups of genes,Genetics;Genetics;Genetics;Exponential and early post-exponential lifestyles;Phosphoproteins;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08795,1681619,1682794,+,BSU_16950,pbpX,penicillin-binding endopeptidase X (lysozyme resistance),Cellular processes;Lifestyles;Groups of genes;Groups of genes,Cell envelope and cell division;Coping with stress;Membrane proteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS08800,1683070,1684632,+,BSU_16960,rny,endoribonuclease Y,Information processing;Lifestyles;Lifestyles;Groups of genes,RNA synthesis and degradation;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08805,1684701,1685495,+,BSU_16970,pdeB,2'3' and 3'5' cyclic nucleotide monophosphates phosphodiesterase involved in biofilm formation,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,TRUE
NZ_CP015975.1,A8O17_RS08810,1685695,1685955,+,BSU_16980,spoVS,regulator required for dehydratation of the spore core and assembly of the coat (stage V sporulation),Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08815,1686221,1687264,+,BSU_16990,tdh,threonine 3-dehydrogenase,Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS08820,1687277,1688455,+,BSU_17000,kbl,2-amino-3-ketobutyrate CoA ligase (glycine acetyl transferase),Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS08825,1688603,1690132,+,BSU_17010,miaB,enzyme for ms(2)i(6)A formation for tRNA modification,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08830,1690134,1690565,+,BSU_17020,ricA,master regulator for biofilm formation via regulation of RNase Y (RicAFT complex / FAD / two [4Fe-4S]2+),Information processing;Information processing;Lifestyles;Lifestyles;Lifestyles,Regulation of gene expression;Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08835,1690827,1691372,+,BSU_17030,cotE,morphogenic spore protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08840,1691505,1694081,+,BSU_17040,mutS,DNA mismatch repair recognition factor,Information processing;Information processing,Genetics;Genetics,FALSE
NZ_CP015975.1,A8O17_RS08845,1694097,1695980,+,BSU_17050,mutL,DNA mismatch repair endonuclease,Information processing;Information processing,Genetics;Genetics,FALSE
NZ_CP015975.1,A8O17_RS08850,1696378,1696833,-,BSU_17060,ymzD,putative integral inner membrane protein,Groups of genes;Groups of genes,Membrane proteins;Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08860,1696988,1697545,-,BSU_17070,ymcC,putative integral inner membrane protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS20435,1697666,1697800,+,BSU_17080,pksA,transcriptional regulator of bacillaene synthesis operon,Information processing,Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS08865,1698092,1698811,+,Cm_resistance,NA,NA,NA,NA,FALSE
NZ_CP015975.1,A8O17_RS08870,1698844,1699326,+,BSU_17220,pksR,trans AT polyketide synthase involved in nonribosomal synthesis of bacillaene,Metabolism;Lifestyles,Additional metabolic pathways;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS08875,1699371,1700588,-,BSU_17230,pksS,cytochrome P450 of bacillaene metabolism,Metabolism;Lifestyles,Additional metabolic pathways;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS08880,1700819,1701175,-,BSU_17240,ymzB,conserved protein of unknown function involved in ethanol resistance,Lifestyles,Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS08885,1701254,1702078,-,BSU_17250,ymaE,putative hydrolase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08890,1702189,1703517,-,BSU_17260,aprX,alkaline serine protease,Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS08900,1704253,1704960,+,BSU_17270,pghC,gamma-polyglutamate hydrolase (phage origin),Cellular processes;Groups of genes,Cell envelope and cell division;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08905,1705030,1705482,+,BSU_17280,ymaD,putative peroxiredoxin-related protein,Lifestyles,Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS08910,1705496,1705849,-,BSU_17290,ebrB,small toxic metabolite efflux transporter subunit,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08915,1705863,1706180,-,BSU_17300,ebrA,small toxic metabolite efflux transporter subunit,Cellular processes;Lifestyles;Groups of genes,Transporters;Coping with stress;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08920,1706317,1706592,-,BSU_17310,ymaG,inner spore coat protein%3B cell wall associated protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08925,1706681,1707094,+,BSU_17320,ymaF,putative sporulation-related protein of unknown function,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08930,1707194,1708138,+,BSU_17330,miaA,tRNA isopentenylpyrophosphate transferase,Information processing,"Protein synthesis, modification and degradation",TRUE
NZ_CP015975.1,A8O17_RS08935,1708178,1708399,+,BSU_17340,hfq,Hfq RNA chaperone,Information processing,RNA synthesis and degradation,FALSE
NZ_CP015975.1,A8O17_RS08940,1708595,1708867,+,BSU_17350,ymzC,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08945,1708949,1709179,+,BSU_17360,ymzA,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08950,1709422,1709814,+,BSU_17370,nrdI,co-factor of ribonucleotide diphosphate reductase,Metabolism;Groups of genes,Nucleotide metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08955,1709774,1711876,+,BSU_17380,nrdE,ribonucleoside-diphosphate reductase (major subunit),Metabolism;Groups of genes,Nucleotide metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08960,1711894,1712883,+,BSU_17390,nrdF,ribonucleoside-diphosphate reductase (minor subunit),Metabolism;Groups of genes,Nucleotide metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08965,1712933,1713553,+,BSU_17400,ymaB,putative cofactor involved in deoxyribonucleotide synthesis,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08970,1713617,1714384,-,BSU_17410,cwlC,N-acetylmuramoyl-L-alanine amidase (sporulation-specific),Cellular processes;Lifestyles,Cell envelope and cell division;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08975,1715008,1715976,+,BSU_17420,spoVK,mother cell sporulation ATPase,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08985,1716109,1717371,+,BSU_17430,hflX,ribosome-splitting GTPase (also ATPase%2C rescuing stalled ribosomes%2C E-site binding),Information processing;Groups of genes,Targets of second messengers;GTP-binding proteins,FALSE
NZ_CP015975.1,A8O17_RS08990,1717389,1718654,+,BSU_17440,ynbB,putative C-S lyase,Information processing;Information processing;Groups of genes,"Protein synthesis, modification and degradation;Protein synthesis, modification and degradation;Poorly characterized/ putative enzymes",FALSE
NZ_CP015975.1,A8O17_RS08995,1718764,1719171,+,BSU_17450,glnR,transcriptional regulator (nitrogen metabolism),Metabolism;Information processing,Amino acid/ nitrogen metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS09000,1719230,1720564,+,BSU_17460,glnA,glutamine synthetase,Metabolism;Information processing;Information processing;Groups of genes,Amino acid/ nitrogen metabolism;Regulation of gene expression;Regulation of gene expression;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS09005,1720892,1721182,+,BSU_17470,ynxB,putative phage protein%3B defective%2C phage region,Groups of genes,Proteins of unknown function,TRUE
NZ_CP015975.1,A8O17_RS09010,1721428,1721772,+,BSU_17480,ynzF,putative phage protein%3B defective phage region,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS09015,1721903,1722154,+,BSU_17490,ynzG,putative phage protein%3B defective phage region,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS09020,1722341,1722775,+,BSU_17500,ynaB,putative phage protein%3B defective phage region,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS09025,1722845,1723636,+,BSU_17510,ynaC,conserved hypothetical protein%3B defective phage region,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS09030,1723971,1724483,+,BSU_17520,ynaD,putative N-acetyltransferase%3B putative phage region,Information processing;Information processing,"Protein synthesis, modification and degradation;Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS20820,1724659,1724889,-,no_equivalent,NA,NA,NA,NA,FALSE
NZ_CP015975.1,A8O17_RS09035,1725043,1725684,+,BSU_17530,ynaE,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
