#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG15149	3	3	Xu	REFSEQ hypothetical protein
VOG15150	3	3	Xu	REFSEQ hypothetical protein
VOG15151	3	3	Xu	REFSEQ hypothetical protein
VOG15152	3	3	Xu	REFSEQ hypothetical protein
VOG15153	3	3	Xu	REFSEQ hypothetical protein
VOG15154	3	3	Xu	REFSEQ hypothetical protein
VOG15155	3	3	Xu	REFSEQ hypothetical protein
VOG15156	3	3	Xu	REFSEQ hypothetical protein
VOG15157	3	3	Xu	REFSEQ hypothetical protein
VOG15158	3	3	Xu	REFSEQ hypothetical protein
VOG15159	3	3	Xu	REFSEQ hypothetical protein
VOG15160	3	3	Xu	REFSEQ hypothetical protein
VOG15161	3	3	Xu	REFSEQ hypothetical protein
VOG15162	3	3	Xu	REFSEQ hypothetical protein
VOG15163	3	3	Xu	REFSEQ hypothetical protein
VOG15164	3	3	Xu	REFSEQ hypothetical protein
VOG15165	3	3	Xu	REFSEQ hypothetical protein
VOG15166	3	3	Xu	REFSEQ hypothetical protein
VOG15167	3	3	Xu	REFSEQ hypothetical protein
VOG15168	3	3	Xu	REFSEQ hypothetical protein
VOG15169	3	3	Xu	REFSEQ hypothetical protein
VOG15170	3	3	Xu	REFSEQ hypothetical protein
VOG15171	3	3	Xu	REFSEQ hypothetical protein
VOG15172	3	3	Xu	REFSEQ hypothetical protein
VOG15173	3	3	Xu	REFSEQ hypothetical protein
VOG15174	3	3	Xu	REFSEQ hypothetical protein
VOG15175	3	3	Xu	REFSEQ hypothetical protein
VOG15176	3	3	Xu	REFSEQ hypothetical protein
VOG15177	3	3	Xu	REFSEQ hypothetical protein
VOG15178	3	3	Xu	REFSEQ hypothetical protein
VOG15179	3	3	Xu	REFSEQ putative helicase
VOG15180	3	3	Xu	REFSEQ hypothetical protein
VOG15181	3	3	Xu	REFSEQ hypothetical protein
VOG15182	3	3	Xu	REFSEQ hypothetical protein
VOG15183	3	3	Xu	REFSEQ hypothetical protein
VOG15184	3	3	Xu	REFSEQ hypothetical protein
VOG15185	3	3	Xu	REFSEQ hypothetical protein
VOG15186	3	3	Xu	REFSEQ hypothetical protein
VOG15187	3	3	Xu	REFSEQ intein-containing RnR
VOG15188	3	3	Xu	REFSEQ hypothetical protein
VOG15189	3	3	Xu	REFSEQ cobalamin adenosyltransferase
VOG15190	3	3	Xu	REFSEQ hypothetical protein
VOG15191	3	3	Xu	REFSEQ hypothetical protein
VOG15192	3	3	Xu	REFSEQ hypothetical protein
VOG15193	3	3	Xu	REFSEQ hypothetical protein
VOG15194	3	3	Xu	REFSEQ hypothetical protein
VOG15195	3	3	Xu	REFSEQ hypothetical protein
VOG15196	3	3	Xu	REFSEQ hypothetical protein
VOG15197	6	6	Xu	REFSEQ hypothetical protein
VOG15198	3	3	Xu	REFSEQ hypothetical protein
VOG15199	3	3	Xu	REFSEQ hypothetical protein
VOG15200	5	5	Xu	REFSEQ hypothetical protein
VOG15201	3	3	Xu	REFSEQ hypothetical protein
VOG15202	3	3	Xu	REFSEQ hypothetical protein
VOG15203	3	3	Xu	REFSEQ hypothetical protein
VOG15204	3	3	Xu	REFSEQ hypothetical protein
VOG15205	3	3	Xu	REFSEQ hypothetical protein
VOG15206	3	3	Xu	REFSEQ hypothetical protein
VOG15207	3	3	Xu	REFSEQ hypothetical protein
VOG15208	3	3	Xu	REFSEQ hypothetical protein
VOG15209	3	3	Xu	REFSEQ hypothetical protein
VOG15210	3	3	Xu	REFSEQ hypothetical protein
VOG15211	3	3	Xu	REFSEQ hypothetical protein
VOG15212	3	3	Xu	REFSEQ hypothetical protein
VOG15213	3	3	Xu	REFSEQ hypothetical protein
VOG15214	3	3	Xu	REFSEQ hypothetical protein
VOG15215	4	4	Xu	REFSEQ hypothetical protein
VOG15216	4	4	Xu	REFSEQ hypothetical protein
VOG15217	4	4	Xu	REFSEQ hypothetical protein
VOG15218	4	4	Xu	REFSEQ hypothetical protein
VOG15219	3	3	Xu	REFSEQ hypothetical protein
VOG15220	3	3	Xh	sp|P58777|CAT_KLESP Chloramphenicol acetyltransferase
VOG15221	4	4	Xu	REFSEQ hypothetical protein
VOG15222	4	4	Xu	REFSEQ hypothetical protein
VOG15223	3	3	Xu	REFSEQ hypothetical protein
VOG15224	3	3	Xu	REFSEQ tail fiber domain-containing protein
VOG15225	5	5	Xu	REFSEQ gp27
VOG15226	5	5	Xu	REFSEQ VRR-NUC domain-containing protein
VOG15227	3	3	Xu	REFSEQ gp31
VOG15228	4	4	Xu	REFSEQ gp37
VOG15229	3	3	Xu	REFSEQ hypothetical protein
VOG15230	3	3	Xu	REFSEQ gp45, hypothetical protein
VOG15231	3	3	Xu	REFSEQ gp51
VOG15232	4	4	Xu	REFSEQ chromosome partitioning protein
VOG15233	3	3	Xu	REFSEQ gp62
VOG15234	4	4	Xu	REFSEQ gp4
VOG15235	4	4	Xu	REFSEQ gp3
VOG15236	9	9	Xu	REFSEQ hypothetical protein
VOG15237	3	3	Xu	REFSEQ hypothetical protein
VOG15238	3	3	Xu	REFSEQ hypothetical protein
VOG15239	7	7	Xu	REFSEQ hypothetical protein
VOG15240	7	7	Xu	REFSEQ hypothetical protein
VOG15241	6	6	Xu	REFSEQ hypothetical protein
VOG15242	3	3	Xu	REFSEQ hypothetical protein
VOG15243	4	4	Xu	REFSEQ hypothetical protein
VOG15244	4	4	Xu	REFSEQ hypothetical protein
VOG15245	3	3	Xu	REFSEQ hypothetical protein
VOG15246	5	5	Xu	REFSEQ hypothetical protein
VOG15247	3	3	Xu	REFSEQ hypothetical protein
VOG15248	4	4	Xu	REFSEQ hypothetical protein
VOG15249	5	5	Xu	REFSEQ hypothetical protein
VOG15250	3	3	Xu	REFSEQ hypothetical protein
VOG15251	5	5	Xu	REFSEQ hypothetical protein
VOG15252	3	3	Xu	REFSEQ hypothetical protein
VOG15253	4	4	Xu	REFSEQ hypothetical protein
VOG15254	4	4	Xu	REFSEQ hypothetical protein
VOG15255	10	10	Xu	REFSEQ hypothetical protein
VOG15256	9	9	Xu	REFSEQ hypothetical protein
VOG15257	7	7	Xu	REFSEQ hypothetical protein
VOG15258	7	7	Xu	REFSEQ hypothetical protein
VOG15259	7	7	Xu	REFSEQ hypothetical protein
VOG15260	7	7	Xu	REFSEQ hypothetical protein
VOG15261	6	6	Xu	REFSEQ hypothetical protein
VOG15262	7	7	Xu	REFSEQ hypothetical protein
VOG15263	7	7	Xu	REFSEQ hypothetical protein
VOG15264	6	6	Xu	REFSEQ hypothetical protein
VOG15265	7	7	Xu	REFSEQ hypothetical protein
VOG15266	6	6	Xu	REFSEQ hypothetical protein
VOG15267	7	7	Xu	REFSEQ hypothetical protein
VOG15268	6	6	Xu	REFSEQ hypothetical protein
VOG15269	7	7	Xu	REFSEQ hypothetical protein
VOG15270	8	8	Xu	REFSEQ hypothetical protein
VOG15271	6	6	Xu	REFSEQ hypothetical protein
VOG15272	6	6	Xu	REFSEQ hypothetical protein
VOG15273	8	8	Xu	REFSEQ hypothetical protein
VOG15274	6	6	Xu	REFSEQ hypothetical protein
VOG15275	6	6	Xu	REFSEQ hypothetical protein
VOG15276	7	7	Xu	REFSEQ hypothetical protein
VOG15277	6	6	Xu	REFSEQ hypothetical protein
VOG15278	6	6	Xu	REFSEQ hypothetical protein
VOG15279	6	6	Xu	REFSEQ hypothetical protein
VOG15280	6	6	Xu	REFSEQ hypothetical protein
VOG15281	6	6	Xu	REFSEQ hypothetical protein
VOG15282	7	7	Xu	REFSEQ hypothetical protein
VOG15283	7	7	Xu	REFSEQ hypothetical protein
VOG15284	5	5	Xu	REFSEQ serine acetyltransferase
VOG15285	3	3	Xu	REFSEQ hypothetical protein
VOG15286	8	8	Xu	REFSEQ lysin
VOG15287	3	3	Xu	REFSEQ hypothetical protein
VOG15288	3	3	Xu	REFSEQ hypothetical protein
VOG15289	7	7	Xu	REFSEQ hypothetical protein
VOG15290	13	13	Xu	REFSEQ hypothetical protein
VOG15291	5	5	Xu	REFSEQ hypothetical protein
VOG15292	13	13	Xu	REFSEQ hypothetical protein
VOG15293	6	6	Xu	REFSEQ hypothetical protein
VOG15294	3	3	Xu	REFSEQ hypothetical protein
VOG15295	3	3	Xu	REFSEQ hypothetical protein
VOG15296	3	3	Xu	REFSEQ hypothetical protein
VOG15297	7	7	Xu	REFSEQ hypothetical protein
VOG15298	3	3	Xu	REFSEQ hypothetical protein
VOG15299	5	5	Xu	REFSEQ hypothetical protein
VOG15300	5	5	Xu	REFSEQ hypothetical protein
VOG15301	5	5	Xu	REFSEQ hypothetical protein
VOG15302	5	5	Xu	REFSEQ hypothetical protein
VOG15303	4	4	Xu	REFSEQ hypothetical protein
VOG15304	4	4	Xu	REFSEQ hypothetical protein
VOG15305	5	5	Xu	REFSEQ hypothetical protein
VOG15306	5	5	Xu	REFSEQ hypothetical protein
VOG15307	3	3	Xu	REFSEQ hypothetical protein
VOG15308	4	4	Xu	REFSEQ hypothetical protein
VOG15309	15	15	Xu	REFSEQ hypothetical protein
VOG15310	3	3	Xu	REFSEQ hypothetical protein
VOG15311	20	20	Xu	REFSEQ hypothetical protein
VOG15312	7	7	Xu	REFSEQ hypothetical protein
VOG15313	7	7	Xu	REFSEQ hypothetical protein
VOG15314	3	3	Xu	REFSEQ hypothetical protein
VOG15315	8	8	Xu	REFSEQ hypothetical protein
VOG15316	8	8	Xu	REFSEQ hypothetical protein
VOG15317	4	4	Xu	REFSEQ hypothetical protein
VOG15318	21	21	Xu	sp|O69731|Y3766_MYCTU Uncharacterized protein Rv3766
VOG15319	24	24	Xu	REFSEQ hypothetical protein
VOG15320	5	5	Xu	REFSEQ hypothetical protein
VOG15321	4	4	Xu	REFSEQ hypothetical protein
VOG15322	5	5	Xu	REFSEQ hypothetical protein
VOG15323	6	6	Xu	REFSEQ hypothetical protein
VOG15324	4	4	Xu	REFSEQ hypothetical protein
VOG15325	6	6	Xu	REFSEQ hypothetical protein
VOG15326	13	13	Xu	REFSEQ hypothetical protein
VOG15327	4	4	Xu	REFSEQ hypothetical protein
VOG15328	3	3	Xu	REFSEQ hypothetical protein
VOG15329	3	3	Xu	REFSEQ hypothetical protein
VOG15330	3	3	Xu	REFSEQ hypothetical protein
VOG15331	3	3	Xu	REFSEQ hypothetical protein
VOG15332	4	4	Xu	REFSEQ hypothetical protein
VOG15333	3	3	Xu	REFSEQ hypothetical protein
VOG15334	3	3	Xu	REFSEQ hypothetical protein
VOG15335	8	8	Xu	REFSEQ head-to-tail connector protein
VOG15336	7	7	Xu	REFSEQ membrane protein
VOG15337	7	7	Xu	REFSEQ membrane protein
VOG15338	9	9	Xu	REFSEQ hypothetical protein
VOG15339	6	6	Xu	REFSEQ hypothetical protein
VOG15340	6	6	Xu	REFSEQ hypothetical protein
VOG15341	8	8	Xu	REFSEQ hypothetical protein
VOG15342	8	8	Xu	REFSEQ hypothetical protein
VOG15343	8	8	Xu	REFSEQ hypothetical protein
VOG15344	8	8	Xu	REFSEQ hypothetical protein
VOG15345	7	7	Xu	REFSEQ hypothetical protein
VOG15346	7	7	Xu	REFSEQ hypothetical protein
VOG15347	7	7	Xu	REFSEQ hypothetical protein
VOG15348	11	11	Xu	REFSEQ hypothetical protein
VOG15349	12	12	Xu	REFSEQ hypothetical protein
VOG15350	11	11	Xu	REFSEQ hypothetical protein
VOG15351	10	10	Xu	REFSEQ hypothetical protein
VOG15352	4	4	Xu	REFSEQ hypothetical protein
VOG15353	12	12	Xu	REFSEQ hypothetical protein
VOG15354	7	7	Xu	REFSEQ hypothetical protein
VOG15355	11	11	Xu	REFSEQ hypothetical protein
VOG15356	6	6	Xu	REFSEQ hypothetical protein
VOG15357	11	11	Xu	REFSEQ hypothetical protein
VOG15358	13	13	Xu	REFSEQ hypothetical protein
VOG15359	9	9	Xu	REFSEQ hypothetical protein
VOG15360	9	9	Xu	REFSEQ hypothetical protein
VOG15361	10	10	Xu	REFSEQ hypothetical protein
VOG15362	13	13	Xu	REFSEQ hypothetical protein
VOG15363	11	11	Xu	REFSEQ hypothetical protein
VOG15364	11	11	Xu	REFSEQ hypothetical protein
VOG15365	10	10	Xu	REFSEQ hypothetical protein
VOG15366	4	4	Xu	REFSEQ hypothetical protein
VOG15367	3	3	Xu	REFSEQ hypothetical protein
VOG15368	3	3	Xu	REFSEQ hypothetical protein
VOG15369	3	3	Xu	REFSEQ hypothetical protein
VOG15370	3	3	Xu	REFSEQ hypothetical protein
VOG15371	3	3	Xu	REFSEQ hypothetical protein
VOG15372	3	3	Xu	REFSEQ hypothetical protein
VOG15373	3	3	Xu	REFSEQ hypothetical protein
VOG15374	4	4	Xu	REFSEQ hypothetical protein
VOG15375	3	3	Xu	REFSEQ hypothetical protein
VOG15376	5	5	Xu	REFSEQ hypothetical protein
VOG15377	3	3	Xu	REFSEQ hypothetical protein
VOG15378	3	3	Xu	REFSEQ hypothetical protein
VOG15379	3	3	Xu	REFSEQ hypothetical protein
VOG15380	3	3	Xu	REFSEQ hypothetical protein
VOG15381	3	3	Xu	REFSEQ hypothetical protein
VOG15382	3	3	Xu	REFSEQ hypothetical protein
VOG15383	3	3	Xu	REFSEQ hypothetical protein
VOG15384	4	4	Xu	REFSEQ hypothetical protein
VOG15385	8	8	Xu	REFSEQ hypothetical protein
VOG15386	3	3	Xu	REFSEQ hypothetical protein
VOG15387	10	10	Xu	REFSEQ hypothetical protein
VOG15388	9	9	Xu	REFSEQ hypothetical protein
VOG15389	7	7	Xu	REFSEQ hypothetical protein
VOG15390	3	3	Xu	REFSEQ hypothetical protein
VOG15391	4	4	Xu	REFSEQ minor tail protein
VOG15392	3	3	Xu	REFSEQ hypothetical protein
VOG15393	3	3	Xu	REFSEQ hypothetical protein
VOG15394	5	5	Xu	REFSEQ hypothetical protein
VOG15395	3	3	Xu	REFSEQ hypothetical protein
VOG15396	3	3	Xu	REFSEQ hypothetical protein
VOG15397	4	4	Xu	REFSEQ hypothetical protein
VOG15398	4	4	Xu	REFSEQ hypothetical protein
VOG15399	4	4	Xu	REFSEQ hypothetical protein
VOG15400	3	3	Xu	REFSEQ hypothetical protein
VOG15401	5	5	Xu	REFSEQ hypothetical protein
VOG15402	3	3	Xu	REFSEQ hypothetical protein
VOG15403	3	3	Xu	REFSEQ hypothetical protein
VOG15404	5	5	Xu	REFSEQ hypothetical protein
VOG15405	3	3	Xu	REFSEQ hypothetical protein
VOG15406	3	3	Xu	REFSEQ hypothetical protein
VOG15407	4	4	Xu	REFSEQ hypothetical protein
VOG15408	5	5	Xu	REFSEQ hypothetical protein
VOG15409	4	4	Xu	REFSEQ hypothetical protein
VOG15410	3	3	Xu	REFSEQ hypothetical protein
VOG15411	4	4	Xu	REFSEQ hypothetical protein
VOG15412	3	3	Xu	REFSEQ hypothetical protein
VOG15413	3	3	Xu	REFSEQ hypothetical protein
VOG15414	3	3	Xu	REFSEQ hypothetical protein
VOG15415	3	3	Xu	REFSEQ hypothetical protein
VOG15416	3	3	Xu	REFSEQ hypothetical protein
VOG15417	3	3	Xu	REFSEQ hypothetical protein
VOG15418	3	3	Xu	REFSEQ hypothetical protein
VOG15419	3	3	Xu	REFSEQ hypothetical protein
VOG15420	3	3	Xu	REFSEQ hypothetical protein
VOG15421	3	3	Xu	REFSEQ hypothetical protein
VOG15422	6	6	Xu	REFSEQ hypothetical protein
VOG15423	5	5	Xu	REFSEQ hypothetical protein
VOG15424	7	6	Xu	REFSEQ hypothetical protein
VOG15425	7	7	Xu	REFSEQ hypothetical protein
VOG15426	7	7	Xu	REFSEQ hypothetical protein
VOG15427	9	9	Xu	REFSEQ tail assembly chaperone
VOG15428	6	6	Xu	REFSEQ hypothetical protein
VOG15429	9	9	Xu	sp|Q8FQP1|EX7L_COREF Exodeoxyribonuclease 7 large subunit
VOG15430	9	9	Xu	REFSEQ exodeoxyribonuclease VII small subunit
VOG15431	7	7	Xu	REFSEQ hypothetical protein
VOG15432	6	6	Xu	REFSEQ hypothetical protein
VOG15433	5	5	Xu	REFSEQ hypothetical protein
VOG15434	3	3	Xu	REFSEQ hypothetical protein
VOG15435	9	9	Xu	REFSEQ hypothetical protein
VOG15436	11	11	Xu	REFSEQ hypothetical protein
VOG15437	7	7	Xu	REFSEQ hypothetical protein
VOG15438	7	7	Xu	REFSEQ hypothetical protein
VOG15439	7	7	Xu	REFSEQ hypothetical protein
VOG15440	9	9	Xu	REFSEQ hypothetical protein
VOG15441	9	9	Xu	REFSEQ hypothetical protein
VOG15442	3	3	Xu	REFSEQ hypothetical protein
VOG15443	5	5	Xu	REFSEQ hypothetical protein
VOG15444	7	7	Xu	REFSEQ hypothetical protein
VOG15445	8	8	Xu	REFSEQ hypothetical protein
VOG15446	9	9	Xu	REFSEQ hypothetical protein
VOG15447	3	3	Xu	REFSEQ hypothetical protein
VOG15448	3	3	Xu	REFSEQ GDSL family lipase
VOG15449	4	4	Xu	REFSEQ hypothetical protein
VOG15450	7	7	Xu	REFSEQ putative two pore domain potassium channel family protein
VOG15451	4	4	Xu	REFSEQ hypothetical protein
VOG15452	4	4	Xu	REFSEQ hypothetical protein
VOG15453	4	4	Xu	REFSEQ hypothetical protein
VOG15454	4	4	Xu	REFSEQ hypothetical protein
VOG15455	3	3	Xu	REFSEQ hypothetical protein
VOG15456	3	3	Xu	REFSEQ hypothetical protein
VOG15457	4	4	Xu	REFSEQ hypothetical protein
VOG15458	4	4	Xu	REFSEQ hypothetical protein
VOG15459	4	4	Xu	REFSEQ hypothetical protein
VOG15460	6	6	Xu	REFSEQ hypothetical protein
VOG15461	6	6	Xu	REFSEQ hypothetical protein
VOG15462	6	6	Xu	REFSEQ hypothetical protein
VOG15463	6	6	Xu	REFSEQ hypothetical protein
VOG15464	4	4	Xu	REFSEQ hypothetical protein
VOG15465	4	4	Xu	REFSEQ hypothetical protein
VOG15466	5	5	Xu	REFSEQ hypothetical protein
VOG15467	6	6	Xu	REFSEQ hypothetical protein
VOG15468	5	5	Xu	REFSEQ hypothetical protein
VOG15469	4	4	Xu	REFSEQ hypothetical protein
VOG15470	4	4	Xu	REFSEQ hypothetical protein
VOG15471	4	4	Xu	REFSEQ hypothetical protein
VOG15472	6	6	Xu	REFSEQ hypothetical protein
VOG15473	6	6	Xu	REFSEQ hypothetical protein
VOG15474	5	5	Xu	REFSEQ hypothetical protein
VOG15475	5	5	Xu	REFSEQ hypothetical protein
VOG15476	4	4	Xu	REFSEQ hypothetical protein
VOG15477	4	4	Xu	REFSEQ hypothetical protein
VOG15478	4	4	Xu	REFSEQ hypothetical protein
VOG15479	4	4	Xu	REFSEQ hypothetical protein
VOG15480	4	4	Xu	REFSEQ hypothetical protein
VOG15481	4	4	Xu	REFSEQ hypothetical protein
VOG15482	6	6	Xu	REFSEQ hypothetical protein
VOG15483	4	4	Xu	REFSEQ hypothetical protein
VOG15484	6	6	Xu	REFSEQ hypothetical protein
VOG15485	4	4	Xu	REFSEQ hypothetical protein
VOG15486	4	4	Xu	REFSEQ hypothetical protein
VOG15487	4	4	Xu	REFSEQ hypothetical protein
VOG15488	3	3	Xu	REFSEQ hypothetical protein
VOG15489	8	8	Xu	REFSEQ hypothetical protein
VOG15490	6	6	Xu	REFSEQ hypothetical protein
VOG15491	4	4	Xu	REFSEQ hypothetical protein
VOG15492	6	6	Xu	REFSEQ hypothetical protein
VOG15493	4	4	Xu	REFSEQ hypothetical protein
VOG15494	8	8	Xu	REFSEQ hypothetical protein
VOG15495	4	4	Xu	REFSEQ hypothetical protein
VOG15496	5	5	Xu	REFSEQ hypothetical protein
VOG15497	6	6	Xu	REFSEQ hypothetical protein
VOG15498	5	5	Xu	REFSEQ hypothetical protein
VOG15499	6	6	Xu	REFSEQ hypothetical protein
VOG15500	5	5	Xu	REFSEQ hypothetical protein
VOG15501	5	5	Xu	REFSEQ hypothetical protein
VOG15502	4	4	Xu	REFSEQ hypothetical protein
VOG15503	4	4	Xu	REFSEQ hypothetical protein
VOG15504	4	4	Xu	REFSEQ hypothetical protein
VOG15505	4	4	Xu	REFSEQ hypothetical protein
VOG15506	5	5	Xu	REFSEQ hypothetical protein
VOG15507	6	6	Xu	REFSEQ hypothetical protein
VOG15508	4	4	Xu	REFSEQ hypothetical protein
VOG15509	7	7	Xu	REFSEQ hypothetical protein
VOG15510	4	4	Xu	REFSEQ hypothetical protein
VOG15511	3	3	Xu	REFSEQ hypothetical protein
VOG15512	4	4	Xu	REFSEQ hypothetical protein
VOG15513	8	8	Xu	REFSEQ hypothetical protein
VOG15514	3	3	Xu	REFSEQ hypothetical protein
VOG15515	7	7	Xu	REFSEQ hypothetical protein
VOG15516	4	4	Xu	REFSEQ hypothetical protein
VOG15517	3	3	Xu	REFSEQ hypothetical protein
VOG15518	7	7	Xu	REFSEQ hypothetical protein
VOG15519	7	7	Xu	REFSEQ hypothetical protein
VOG15520	5	5	Xu	REFSEQ hypothetical protein
VOG15521	7	7	Xu	REFSEQ hypothetical protein
VOG15522	7	7	Xu	REFSEQ hypothetical protein
VOG15523	7	7	Xu	REFSEQ hypothetical protein
VOG15524	7	7	Xu	REFSEQ hypothetical protein
VOG15525	7	7	Xu	REFSEQ hypothetical protein
VOG15526	7	7	Xu	REFSEQ hypothetical protein
VOG15527	7	7	Xu	REFSEQ hypothetical protein
VOG15528	7	7	Xu	REFSEQ hypothetical protein
VOG15529	7	7	Xu	REFSEQ hypothetical protein
VOG15530	9	9	Xu	REFSEQ hypothetical protein
VOG15531	6	6	Xu	REFSEQ hypothetical protein
VOG15532	8	8	Xu	REFSEQ hypothetical protein
VOG15533	4	4	Xu	REFSEQ hypothetical protein
VOG15534	7	7	Xu	REFSEQ hypothetical protein
VOG15535	7	7	Xu	REFSEQ hypothetical protein
VOG15536	7	7	Xu	REFSEQ hypothetical protein
VOG15537	7	7	Xu	REFSEQ minor tail protein
VOG15538	3	3	Xu	REFSEQ hypothetical protein
VOG15539	3	3	Xu	REFSEQ hypothetical protein
VOG15540	10	10	Xu	REFSEQ hypothetical protein
VOG15541	10	10	Xu	REFSEQ hypothetical protein
VOG15542	5	5	Xu	REFSEQ hypothetical protein
VOG15543	4	4	Xu	REFSEQ hypothetical protein
VOG15544	6	6	Xu	REFSEQ hypothetical protein
VOG15545	6	6	Xu	REFSEQ hypothetical protein
VOG15546	8	8	Xu	REFSEQ hypothetical protein
VOG15547	3	3	Xu	REFSEQ hypothetical protein
VOG15548	3	3	Xu	REFSEQ hypothetical protein
VOG15549	3	3	Xu	REFSEQ hypothetical protein
VOG15550	8	8	Xu	REFSEQ hypothetical protein
VOG15551	9	8	Xu	REFSEQ hypothetical protein
VOG15552	5	5	Xu	REFSEQ hypothetical protein
VOG15553	6	6	Xu	REFSEQ hypothetical protein
VOG15554	3	3	Xu	REFSEQ hypothetical protein
VOG15555	10	10	Xu	REFSEQ hypothetical protein
VOG15556	6	6	Xu	REFSEQ hypothetical protein
VOG15557	5	5	Xu	REFSEQ hypothetical protein
VOG15558	3	3	Xu	REFSEQ hypothetical protein
VOG15559	9	9	Xu	REFSEQ hypothetical protein
VOG15560	3	3	Xu	REFSEQ hypothetical protein
VOG15561	4	4	Xu	REFSEQ hypothetical protein
VOG15562	3	3	Xu	REFSEQ hypothetical protein
VOG15563	7	7	Xu	REFSEQ hypothetical protein
VOG15564	11	11	Xu	REFSEQ hypothetical protein
VOG15565	5	5	Xu	REFSEQ hypothetical protein
VOG15566	3	3	Xu	REFSEQ hypothetical protein
VOG15567	7	7	Xu	REFSEQ hypothetical protein
VOG15568	7	7	Xu	REFSEQ hypothetical protein
VOG15569	7	7	Xh	sp|Q38278|GP19_BPLC2 Gene product 19
VOG15570	7	7	Xu	REFSEQ hypothetical protein
VOG15571	6	6	Xu	REFSEQ hypothetical protein
VOG15572	7	7	Xu	REFSEQ transcriptional regulator
VOG15573	7	7	Xu	REFSEQ hypothetical protein
VOG15574	7	7	Xu	REFSEQ hypothetical protein
VOG15575	7	7	Xu	REFSEQ DNA polymerase
VOG15576	4	4	Xu	REFSEQ DNA polymerase
VOG15577	7	7	Xu	REFSEQ hypothetical protein
VOG15578	6	6	Xu	REFSEQ hypothetical protein
VOG15579	7	7	Xu	REFSEQ hypothetical protein
VOG15580	7	7	Xu	REFSEQ hypothetical protein
VOG15581	7	7	Xu	REFSEQ hypothetical protein
VOG15582	5	5	Xu	REFSEQ hypothetical protein
VOG15583	7	7	Xu	REFSEQ hypothetical protein
VOG15584	7	7	Xu	REFSEQ hypothetical protein
VOG15585	7	7	Xu	REFSEQ hypothetical protein
VOG15586	7	7	Xu	REFSEQ capsid and scaffold protein
VOG15587	5	5	Xu	REFSEQ transcriptional regulator
VOG15588	3	3	Xu	REFSEQ hypothetical protein
VOG15589	3	3	Xu	REFSEQ hypothetical protein
VOG15590	3	3	Xu	REFSEQ hypothetical protein
VOG15591	4	4	Xu	REFSEQ hypothetical protein
VOG15592	6	6	Xu	REFSEQ hypothetical protein
VOG15593	5	5	Xu	REFSEQ helix-turn-helix domain-containing protein
VOG15594	3	3	Xu	REFSEQ hypothetical protein
VOG15595	3	3	Xu	REFSEQ hypothetical protein
VOG15596	3	3	Xu	REFSEQ hypothetical protein
VOG15597	3	3	Xu	REFSEQ DUF1642 domain-containing protein
VOG15598	4	4	Xu	REFSEQ hypothetical protein
VOG15599	4	4	Xu	REFSEQ hypothetical protein
VOG15600	5	5	Xu	REFSEQ hypothetical protein
VOG15601	3	3	Xu	REFSEQ hypothetical protein
VOG15602	3	3	Xu	REFSEQ hypothetical protein
VOG15603	5	5	Xu	REFSEQ hypothetical protein
VOG15604	4	4	Xu	REFSEQ hypothetical protein
VOG15605	3	3	Xu	REFSEQ hypothetical protein
VOG15606	8	8	Xu	REFSEQ hypothetical protein
VOG15607	3	3	Xu	REFSEQ hypothetical protein
VOG15608	3	3	Xu	REFSEQ hypothetical protein
VOG15609	5	5	Xu	REFSEQ hypothetical protein
VOG15610	10	10	Xu	REFSEQ hypothetical protein
VOG15611	5	5	Xu	REFSEQ hypothetical protein
VOG15612	3	3	Xu	REFSEQ hypothetical protein
VOG15613	5	5	Xu	REFSEQ hypothetical protein
VOG15614	4	4	Xu	REFSEQ hypothetical protein
VOG15615	4	4	Xu	REFSEQ hypothetical protein
VOG15616	3	3	Xu	REFSEQ hypothetical protein
VOG15617	3	3	Xu	REFSEQ hypothetical protein
VOG15618	3	3	Xu	REFSEQ hypothetical protein
VOG15619	5	5	Xu	REFSEQ hypothetical protein
VOG15620	4	4	Xu	REFSEQ hypothetical protein
VOG15621	3	3	Xu	REFSEQ hypothetical protein
VOG15622	7	7	Xu	REFSEQ hypothetical protein
VOG15623	4	4	Xu	REFSEQ hypothetical protein
VOG15624	4	4	Xu	REFSEQ coil containing protein
VOG15625	4	4	Xu	REFSEQ winged helix-turn-helix DNA-binding domain protein
VOG15626	4	4	Xu	REFSEQ hypothetical protein
VOG15627	4	4	Xu	REFSEQ hypothetical protein
VOG15628	4	4	Xu	REFSEQ hypothetical protein
VOG15629	3	3	Xu	REFSEQ hypothetical protein
VOG15630	4	4	Xu	REFSEQ TMhelix containing protein
VOG15631	4	4	Xu	REFSEQ hypothetical protein
VOG15632	4	4	Xu	REFSEQ homeodomain-like protein
VOG15633	4	4	Xu	REFSEQ TMhelix containing protein
VOG15634	4	4	Xu	REFSEQ hypothetical protein
VOG15635	4	4	Xu	REFSEQ hypothetical protein
VOG15636	4	4	Xu	REFSEQ winged helix-turn-helix DNA-binding domain protein
VOG15637	4	4	Xu	REFSEQ hypothetical protein
VOG15638	6	6	Xu	REFSEQ hypothetical protein
VOG15639	4	4	Xu	REFSEQ hypothetical protein
VOG15640	4	4	Xu	REFSEQ hypothetical protein
VOG15641	5	5	Xu	REFSEQ hypothetical protein
